id,grid_solution,steps
lgp-test-4x4-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""very_short"", ""dragonfruit"", ""roses""], [""2"", ""Alice"", ""tall"", ""cherry"", ""daffodils""], [""3"", ""Peter"", ""short"", ""desert"", ""lilies""], [""4"", ""Arnold"", ""average"", ""watermelon"", ""carnations""]]}",24
lgp-test-6x3-7,{},309
lgp-test-5x3-32,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Bob"", ""roses"", ""Timothy""], [""2"", ""Alice"", ""carnations"", ""Meredith""], [""3"", ""Eric"", ""lilies"", ""Fred""], [""4"", ""Peter"", ""daffodils"", ""Bella""], [""5"", ""Arnold"", ""tulips"", ""Samantha""]]}",80
lgp-test-2x3-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""cherry"", ""iphone_13""], [""2"", ""Eric"", ""desert"", ""samsung_galaxy_s21""]]}",7
lgp-test-3x5-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""colonial"", ""tennis"", ""cherry"", ""average""], [""2"", ""Peter"", ""ranch"", ""basketball"", ""watermelon"", ""short""], [""3"", ""Arnold"", ""victorian"", ""soccer"", ""desert"", ""very_short""]]}",37
lgp-test-5x4-11,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Bob"", ""short"", ""tesla_model_3"", ""samsung_galaxy_s21""], [""2"", ""Alice"", ""very_tall"", ""toyota_camry"", ""iphone_13""], [""3"", ""Peter"", ""very_short"", ""honda_civic"", ""huawei_p50""], [""4"", ""Eric"", ""average"", ""bmw_3_series"", ""oneplus_9""], [""5"", ""Arnold"", ""tall"", ""ford_f150"", ""google_pixel_6""]]}",280
lgp-test-4x5-35,{},66
lgp-test-4x6-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Peter"", ""horse"", ""green"", ""city"", ""pizza"", ""soccer""], [""2"", ""Eric"", ""fish"", ""red"", ""cruise"", ""spaghetti"", ""basketball""], [""3"", ""Arnold"", ""cat"", ""white"", ""mountain"", ""stew"", ""tennis""], [""4"", ""Alice"", ""bird"", ""yellow"", ""beach"", ""grilled_cheese"", ""swimming""]]}",52
lgp-test-6x2-37,{},29
lgp-test-3x2-22,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""colonial""], [""2"", ""Peter"", ""victorian""], [""3"", ""Eric"", ""ranch""]]}",14
lgp-test-3x4-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""beach"", ""victorian"", ""short""], [""2"", ""Eric"", ""city"", ""ranch"", ""very_short""], [""3"", ""Arnold"", ""mountain"", ""colonial"", ""average""]]}",27
lgp-test-5x4-36,{},43
lgp-test-2x5-38,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""carnations"", ""Holly"", ""april"", ""mystery""], [""2"", ""Eric"", ""daffodils"", ""Aniya"", ""sept"", ""science_fiction""]]}",11
lgp-test-4x4-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""prince"", ""spaghetti"", ""mystery""], [""2"", ""Arnold"", ""pall_mall"", ""grilled_cheese"", ""science_fiction""], [""3"", ""Alice"", ""blue_master"", ""pizza"", ""romance""], [""4"", ""Peter"", ""dunhill"", ""stew"", ""fantasy""]]}",18
lgp-test-4x6-9,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""carnations"", ""average"", ""Janelle"", ""teacher"", ""basketball""], [""2"", ""Peter"", ""roses"", ""very_short"", ""Kailyn"", ""doctor"", ""swimming""], [""3"", ""Arnold"", ""lilies"", ""tall"", ""Holly"", ""engineer"", ""tennis""], [""4"", ""Alice"", ""daffodils"", ""short"", ""Aniya"", ""artist"", ""soccer""]]}",296
lgp-test-6x4-17,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Bob"", ""german"", ""classical"", ""master""], [""2"", ""Eric"", ""norwegian"", ""hip_hop"", ""associate""], [""3"", ""Alice"", ""dane"", ""rock"", ""doctorate""], [""4"", ""Carol"", ""brit"", ""country"", ""trade_school""], [""5"", ""Peter"", ""chinese"", ""pop"", ""bachelor""], [""6"", ""Arnold"", ""swede"", ""jazz"", ""high_school""]]}",42
lgp-test-3x4-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""cat"", ""cooking"", ""pop""], [""2"", ""Arnold"", ""dog"", ""gardening"", ""rock""], [""3"", ""Peter"", ""fish"", ""photography"", ""classical""]]}",14
lgp-test-4x3-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""desert"", ""white""], [""2"", ""Alice"", ""cherry"", ""green""], [""3"", ""Arnold"", ""watermelon"", ""yellow""], [""4"", ""Eric"", ""dragonfruit"", ""red""]]}",16
lgp-test-6x6-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Alice"", ""soup"", ""xiaomi_mi_11"", ""country"", ""water"", ""artist""], [""2"", ""Peter"", ""grilled_cheese"", ""iphone_13"", ""pop"", ""boba_tea"", ""teacher""], [""3"", ""Carol"", ""pizza"", ""samsung_galaxy_s21"", ""rock"", ""tea"", ""engineer""], [""4"", ""Bob"", ""spaghetti"", ""huawei_p50"", ""classical"", ""root_beer"", ""doctor""], [""5"", ""Eric"", ""stir_fry"", ""google_pixel_6"", ""jazz"", ""coffee"", ""lawyer""], [""6"", ""Arnold"", ""stew"", ""oneplus_9"", ""hip_hop"", ""milk"", ""nurse""]]}",354
lgp-test-3x6-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""Meredith"", ""google_pixel_6"", ""mystery"", ""pall_mall"", ""very_short""], [""2"", ""Peter"", ""Fred"", ""samsung_galaxy_s21"", ""science_fiction"", ""prince"", ""short""], [""3"", ""Arnold"", ""Bella"", ""iphone_13"", ""romance"", ""blue_master"", ""average""]]}",46
lgp-test-2x2-2,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""cat""], [""2"", ""Arnold"", ""horse""]]}",4
lgp-test-6x4-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""woodworking"", ""sept"", ""pall_mall""], [""2"", ""Alice"", ""photography"", ""mar"", ""dunhill""], [""3"", ""Peter"", ""knitting"", ""feb"", ""prince""], [""4"", ""Eric"", ""gardening"", ""april"", ""yellow_monster""], [""5"", ""Carol"", ""painting"", ""jan"", ""blends""], [""6"", ""Bob"", ""cooking"", ""may"", ""blue_master""]]}",332
lgp-test-2x6-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""prince"", ""beach"", ""desert"", ""very_short"", ""sept""], [""2"", ""Arnold"", ""pall_mall"", ""mountain"", ""cherry"", ""short"", ""april""]]}",15
lgp-test-5x5-5,{},114
lgp-test-6x3-29,{},88
lgp-test-3x2-18,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""white""], [""2"", ""Eric"", ""red""], [""3"", ""Arnold"", ""yellow""]]}",7
lgp-test-4x4-12,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""rock"", ""cooking"", ""pizza""], [""2"", ""Alice"", ""pop"", ""painting"", ""grilled_cheese""], [""3"", ""Peter"", ""classical"", ""photography"", ""stew""], [""4"", ""Eric"", ""jazz"", ""gardening"", ""spaghetti""]]}",22
lgp-test-5x4-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""lawyer"", ""lime"", ""Meredith""], [""2"", ""Bob"", ""doctor"", ""dragonfruit"", ""Samantha""], [""3"", ""Alice"", ""engineer"", ""desert"", ""Bella""], [""4"", ""Peter"", ""teacher"", ""cherry"", ""Fred""], [""5"", ""Arnold"", ""artist"", ""watermelon"", ""Timothy""]]}",99
lgp-test-5x5-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""huawei_p50"", ""lime"", ""Penny"", ""doctor""], [""2"", ""Arnold"", ""oneplus_9"", ""desert"", ""Aniya"", ""lawyer""], [""3"", ""Bob"", ""iphone_13"", ""cherry"", ""Janelle"", ""artist""], [""4"", ""Alice"", ""google_pixel_6"", ""dragonfruit"", ""Holly"", ""engineer""], [""5"", ""Peter"", ""samsung_galaxy_s21"", ""watermelon"", ""Kailyn"", ""teacher""]]}",63
lgp-test-2x6-10,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""sept"", ""horse"", ""mystery"", ""red"", ""engineer""], [""2"", ""Eric"", ""april"", ""cat"", ""science_fiction"", ""yellow"", ""doctor""]]}",13
lgp-test-3x3-2,{},15
lgp-test-6x6-20,{},7445
lgp-test-2x2-15,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""ford_f150""], [""2"", ""Eric"", ""tesla_model_3""]]}",4
lgp-test-4x5-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Alice"", ""ford_f150"", ""rock"", ""basketball"", ""cruise""], [""2"", ""Arnold"", ""tesla_model_3"", ""jazz"", ""tennis"", ""city""], [""3"", ""Eric"", ""toyota_camry"", ""pop"", ""swimming"", ""mountain""], [""4"", ""Peter"", ""honda_civic"", ""classical"", ""soccer"", ""beach""]]}",181
lgp-test-5x3-27,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""colonial"", ""bird""], [""2"", ""Arnold"", ""victorian"", ""dog""], [""3"", ""Peter"", ""modern"", ""horse""], [""4"", ""Bob"", ""ranch"", ""cat""], [""5"", ""Alice"", ""craftsman"", ""fish""]]}",23
lgp-test-2x3-11,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""engineer"", ""red""], [""2"", ""Eric"", ""doctor"", ""yellow""]]}",6
lgp-test-6x6-29,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Carol"", ""colonial"", ""stir_fry"", ""city"", ""average"", ""blends""], [""2"", ""Bob"", ""ranch"", ""grilled_cheese"", ""beach"", ""tall"", ""blue_master""], [""3"", ""Peter"", ""craftsman"", ""soup"", ""camping"", ""very_short"", ""prince""], [""4"", ""Eric"", ""modern"", ""pizza"", ""cultural"", ""short"", ""pall_mall""], [""5"", ""Alice"", ""victorian"", ""spaghetti"", ""cruise"", ""super_tall"", ""dunhill""], [""6"", ""Arnold"", ""mediterranean"", ""stew"", ""mountain"", ""very_tall"", ""yellow_monster""]]}",707
lgp-test-4x6-3,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""mountain"", ""ranch"", ""Janelle"", ""daffodils"", ""green""], [""2"", ""Alice"", ""beach"", ""victorian"", ""Aniya"", ""roses"", ""yellow""], [""3"", ""Arnold"", ""cruise"", ""craftsman"", ""Kailyn"", ""lilies"", ""red""], [""4"", ""Peter"", ""city"", ""colonial"", ""Holly"", ""carnations"", ""white""]]}",58
lgp-test-4x3-13,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""stew"", ""cooking""], [""2"", ""Peter"", ""pizza"", ""painting""], [""3"", ""Eric"", ""spaghetti"", ""gardening""], [""4"", ""Arnold"", ""grilled_cheese"", ""photography""]]}",17
lgp-test-2x3-37,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""very_short"", ""sept""], [""2"", ""Eric"", ""short"", ""april""]]}",9
lgp-test-3x3-15,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""grilled_cheese"", ""jan""], [""2"", ""Arnold"", ""spaghetti"", ""april""], [""3"", ""Eric"", ""pizza"", ""sept""]]}",9
lgp-test-6x4-32,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Alice"", ""mediterranean"", ""country"", ""photography""], [""2"", ""Arnold"", ""craftsman"", ""hip_hop"", ""cooking""], [""3"", ""Bob"", ""modern"", ""jazz"", ""painting""], [""4"", ""Eric"", ""ranch"", ""classical"", ""gardening""], [""5"", ""Carol"", ""victorian"", ""rock"", ""woodworking""], [""6"", ""Peter"", ""colonial"", ""pop"", ""knitting""]]}",6742
lgp-test-5x4-37,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Alice"", ""swimming"", ""Bella"", ""feb""], [""2"", ""Bob"", ""baseball"", ""Timothy"", ""sept""], [""3"", ""Eric"", ""tennis"", ""Meredith"", ""april""], [""4"", ""Peter"", ""basketball"", ""Samantha"", ""jan""], [""5"", ""Arnold"", ""soccer"", ""Fred"", ""mar""]]}",21
lgp-test-2x6-27,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""pizza"", ""Aniya"", ""april"", ""black"", ""engineer""], [""2"", ""Arnold"", ""grilled_cheese"", ""Holly"", ""sept"", ""brown"", ""doctor""]]}",14
lgp-test-6x2-29,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Alice"", ""craftsman""], [""2"", ""Arnold"", ""ranch""], [""3"", ""Carol"", ""victorian""], [""4"", ""Eric"", ""colonial""], [""5"", ""Bob"", ""mediterranean""], [""6"", ""Peter"", ""modern""]]}",44
lgp-test-2x5-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""high_school"", ""very_short"", ""pizza"", ""water""], [""2"", ""Eric"", ""associate"", ""short"", ""grilled_cheese"", ""tea""]]}",10
lgp-test-6x6-6,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Bob"", ""painting"", ""gray"", ""swimming"", ""Penny"", ""blue_master""], [""2"", ""Eric"", ""cooking"", ""red"", ""basketball"", ""Janelle"", ""blends""], [""3"", ""Arnold"", ""knitting"", ""blonde"", ""volleyball"", ""Kailyn"", ""pall_mall""], [""4"", ""Carol"", ""gardening"", ""auburn"", ""baseball"", ""Holly"", ""dunhill""], [""5"", ""Alice"", ""photography"", ""brown"", ""tennis"", ""Sarah"", ""yellow_monster""], [""6"", ""Peter"", ""woodworking"", ""black"", ""soccer"", ""Aniya"", ""prince""]]}",131
lgp-test-6x2-14,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""dunhill""], [""2"", ""Arnold"", ""yellow_monster""], [""3"", ""Bob"", ""pall_mall""], [""4"", ""Alice"", ""blends""], [""5"", ""Carol"", ""blue_master""], [""6"", ""Eric"", ""prince""]]}",61
lgp-test-5x4-25,{},50
lgp-test-6x5-3,{},482
lgp-test-3x3-14,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""rock"", ""Meredith""], [""2"", ""Peter"", ""classical"", ""Bella""], [""3"", ""Arnold"", ""pop"", ""Fred""]]}",40
lgp-test-2x4-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""water"", ""cat"", ""dane""], [""2"", ""Arnold"", ""tea"", ""dog"", ""brit""]]}",11
lgp-test-3x5-27,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""yellow"", ""basketball"", ""beach"", ""prince""], [""2"", ""Peter"", ""red"", ""tennis"", ""mountain"", ""pall_mall""], [""3"", ""Arnold"", ""white"", ""soccer"", ""city"", ""blue_master""]]}",43
lgp-test-4x2-12,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""cooking""], [""2"", ""Eric"", ""painting""], [""3"", ""Alice"", ""photography""], [""4"", ""Peter"", ""gardening""]]}",11
lgp-test-2x3-22,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""basketball"", ""tesla_model_3""], [""2"", ""Arnold"", ""soccer"", ""ford_f150""]]}",6
lgp-test-2x4-20,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""samsung_galaxy_s21"", ""tea"", ""soccer""], [""2"", ""Arnold"", ""iphone_13"", ""water"", ""basketball""]]}",10
lgp-test-5x3-21,{},147
lgp-test-5x3-29,{},62
lgp-test-5x4-9,{},84
lgp-test-2x3-15,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""prince"", ""tesla_model_3""], [""2"", ""Arnold"", ""pall_mall"", ""ford_f150""]]}",6
lgp-test-4x3-38,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""Aniya"", ""daffodils""], [""2"", ""Arnold"", ""Holly"", ""lilies""], [""3"", ""Alice"", ""Kailyn"", ""carnations""], [""4"", ""Peter"", ""Janelle"", ""roses""]]}",19
lgp-test-4x2-20,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""jazz""], [""2"", ""Alice"", ""classical""], [""3"", ""Arnold"", ""rock""], [""4"", ""Peter"", ""pop""]]}",11
lgp-test-5x5-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""bird"", ""iphone_13"", ""very_tall"", ""Fred""], [""2"", ""Peter"", ""dog"", ""samsung_galaxy_s21"", ""average"", ""Bella""], [""3"", ""Alice"", ""cat"", ""oneplus_9"", ""short"", ""Timothy""], [""4"", ""Arnold"", ""fish"", ""google_pixel_6"", ""very_short"", ""Samantha""], [""5"", ""Bob"", ""hamster"", ""huawei_p50"", ""tall"", ""Meredith""]]}",47
lgp-test-3x6-2,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""beach"", ""grilled_cheese"", ""watermelon"", ""toyota_camry"", ""carnations""], [""2"", ""Peter"", ""mountain"", ""pizza"", ""cherry"", ""tesla_model_3"", ""lilies""], [""3"", ""Arnold"", ""city"", ""spaghetti"", ""desert"", ""ford_f150"", ""daffodils""]]}",23
lgp-test-4x3-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""Samantha"", ""red""], [""2"", ""Eric"", ""Meredith"", ""black""], [""3"", ""Arnold"", ""Bella"", ""brown""], [""4"", ""Peter"", ""Fred"", ""blonde""]]}",24
lgp-test-5x3-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Alice"", ""grilled_cheese"", ""green""], [""2"", ""Eric"", ""stew"", ""red""], [""3"", ""Bob"", ""spaghetti"", ""blue""], [""4"", ""Peter"", ""stir_fry"", ""white""], [""5"", ""Arnold"", ""pizza"", ""yellow""]]}",80
lgp-test-6x5-26,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Alice"", ""samsung_galaxy_s21"", ""dog"", ""daffodils"", ""tesla_model_3""], [""2"", ""Arnold"", ""google_pixel_6"", ""rabbit"", ""carnations"", ""bmw_3_series""], [""3"", ""Peter"", ""oneplus_9"", ""fish"", ""tulips"", ""ford_f150""], [""4"", ""Carol"", ""iphone_13"", ""hamster"", ""iris"", ""honda_civic""], [""5"", ""Eric"", ""huawei_p50"", ""bird"", ""lilies"", ""chevrolet_silverado""], [""6"", ""Bob"", ""xiaomi_mi_11"", ""cat"", ""roses"", ""toyota_camry""]]}",961
lgp-test-2x4-16,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""engineer"", ""brown"", ""tesla_model_3""], [""2"", ""Eric"", ""doctor"", ""black"", ""ford_f150""]]}",9
lgp-test-2x6-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""colonial"", ""pop"", ""mountain"", ""soccer"", ""black""], [""2"", ""Arnold"", ""victorian"", ""rock"", ""beach"", ""basketball"", ""brown""]]}",14
lgp-test-4x2-16,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""daffodils""], [""2"", ""Eric"", ""lilies""], [""3"", ""Arnold"", ""roses""], [""4"", ""Alice"", ""carnations""]]}",17
lgp-test-5x4-29,{},134
lgp-test-3x3-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""classical"", ""milk""], [""2"", ""Peter"", ""pop"", ""water""], [""3"", ""Eric"", ""rock"", ""tea""]]}",14
lgp-test-4x4-4,{},26
lgp-test-4x6-30,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""daffodils"", ""blue_master"", ""Meredith"", ""Holly"", ""iphone_13""], [""2"", ""Peter"", ""carnations"", ""dunhill"", ""Fred"", ""Janelle"", ""google_pixel_6""], [""3"", ""Alice"", ""lilies"", ""pall_mall"", ""Bella"", ""Aniya"", ""samsung_galaxy_s21""], [""4"", ""Arnold"", ""roses"", ""prince"", ""Samantha"", ""Kailyn"", ""oneplus_9""]]}",34
